asset_id,type,material,install_year,length_m,lat,lon,traffic_load,soil_type,slope_grade,region,tree_density,snapshot_date,rainfall_mm,avg_temp_c,soil_moisture,traffic_index,age_years,num_prev_failures,avg_time_between_repairs_days,maintenance_due_in_days,monthly_failure_prob,failure_next_30d,failure_type_predicted,risk_score,recommended_action,recommended_priority,estimated_cost_usd,downtime_hours,emergency_response
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-01-05,330.79,2.01,0.352,2.89,11,1,4015.0,192,0.3811,1,erosion,medium,inspect_soon,2,7456.97,13.08,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-02-04,300.4,7.5,0.289,2.76,11,2,30.0,211,0.3725,1,blockage,medium,inspect_soon,2,6393.19,39.37,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-03-06,340.23,15.0,0.46,2.53,11,2,30.0,154,0.369,0,none,medium,inspect_soon,3,7717.41,0.0,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-04-05,319.79,22.5,0.394,2.5,11,2,30.0,136,0.3745,0,none,medium,inspect_soon,3,6557.73,0.0,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-05-05,222.31,27.99,0.415,2.64,11,2,30.0,93,0.3702,0,none,medium,inspect_soon,2,5699.44,0.0,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-06-04,383.9,30.0,0.7,2.47,11,3,75.0,175,0.3884,1,blockage,medium,inspect_soon,2,7864.22,44.28,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-07-04,203.23,27.99,0.308,2.81,11,3,75.0,148,0.3683,0,none,medium,inspect_soon,3,7073.82,0.0,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-08-03,198.31,22.5,0.358,3.31,11,3,75.0,103,0.3623,0,none,medium,inspect_soon,2,7926.95,0.0,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-09-02,137.35,15.0,0.32,3.58,11,3,75.0,124,0.3487,0,none,medium,inspect_soon,2,6593.05,0.0,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-10-02,135.07,7.5,0.291,2.94,11,4,90.0,171,0.356,1,blockage,medium,inspect_soon,3,7771.89,18.42,0
A_026,storm_drain,PVC,2014,132.73,37.878709,-121.90238,3,loam,0.031,Milpitas,medium,2025-11-01,202.75,2.01,0.393,2.62,11,4,90.0,168,0.3683,0,none,medium,inspect_soon,3,6263.77,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2024-12-06,300.47,0.0,0.49,2.66,32,0,999.0,282,0.645,0,none,high,schedule_repair,4,7821.76,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-01-05,257.75,2.01,0.392,2.97,33,0,999.0,73,0.6438,0,none,high,inspect_soon,2,7157.41,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-02-04,319.28,7.5,0.292,2.65,33,1,12045.0,193,0.6444,1,subsidence,high,schedule_repair,5,6171.2,19.83,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-03-06,269.42,15.0,0.254,3.29,33,1,12045.0,167,0.6319,0,none,high,schedule_repair,5,6559.75,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-04-05,375.78,22.5,0.565,2.77,33,1,12045.0,137,0.6501,0,none,high,schedule_repair,4,6617.92,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-05-05,322.13,27.99,0.33,2.53,33,1,12045.0,115,0.6502,0,none,high,schedule_repair,4,6163.91,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-06-04,262.12,30.0,0.481,2.65,33,1,12045.0,68,0.6462,0,none,high,inspect_soon,3,6234.72,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-07-04,132.69,27.99,0.269,2.73,33,1,12045.0,6,0.6313,0,none,high,inspect_soon,2,7338.64,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-08-03,171.16,22.5,0.37,3.4,33,1,12045.0,13,0.6296,0,none,high,inspect_soon,3,7201.84,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-09-02,58.28,15.0,0.075,2.72,33,1,12045.0,0,0.6108,0,none,high,inspect_soon,3,5463.72,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-10-02,229.11,7.5,0.199,3.35,33,1,12045.0,0,0.6354,0,none,high,inspect_soon,3,5421.86,0.0,0
A_027,road,gravel,1992,105.67,37.857649,-121.794655,3,clay,0.004,"Castro, SF",medium,2025-11-01,206.58,2.01,0.21,3.25,33,1,12045.0,0,0.6386,0,none,high,inspect_soon,3,6814.8,0.0,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2024-12-06,208.28,0.0,0.276,4.97,12,1,4380.0,170,0.4708,1,crack,medium,inspect_soon,3,5768.01,25.89,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-01-05,329.17,2.01,0.35,5.61,13,2,30.0,204,0.4859,1,crack,medium,inspect_soon,3,7099.75,36.5,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-02-04,319.02,7.5,0.257,5.79,13,3,30.0,159,0.4794,1,pothole,medium,inspect_soon,3,5049.83,23.84,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-03-06,364.77,15.0,0.489,5.84,13,4,30.0,201,0.4765,1,pothole,medium,inspect_soon,3,5756.84,32.95,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-04-05,285.36,22.5,0.351,4.92,13,5,30.0,207,0.476,1,pothole,medium,inspect_soon,3,7025.68,13.03,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-05-05,273.97,27.99,0.289,5.01,13,5,30.0,153,0.4804,0,none,medium,inspect_soon,3,6391.48,0.0,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-06-04,308.88,30.0,0.368,4.84,13,6,36.0,203,0.4859,1,pothole,medium,inspect_soon,3,6597.02,18.11,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-07-04,189.37,27.99,0.36,5.77,13,7,35.0,208,0.4719,1,subsidence,medium,inspect_soon,3,7341.81,41.79,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-08-03,243.32,22.5,0.301,5.26,13,8,34.3,210,0.4718,1,pothole,medium,inspect_soon,3,5363.28,6.4,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-09-02,190.11,15.0,0.286,4.23,13,9,33.8,180,0.459,1,pothole,medium,inspect_soon,2,5698.48,12.13,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-10-02,115.65,7.5,0.251,5.81,13,9,33.8,142,0.4591,0,none,medium,inspect_soon,2,7034.57,0.0,0
A_028,road,concrete,2012,442.91,37.61853,-121.770313,5,clay,0.0391,Milpitas,low,2025-11-01,201.84,2.01,0.415,4.02,13,10,36.7,183,0.4732,1,crack,medium,inspect_soon,2,6385.05,37.25,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2024-12-06,298.1,0.0,0.585,2.32,44,0,999.0,210,0.5848,0,none,medium,inspect_soon,3,17910.34,0.0,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-01-05,288.15,2.01,0.308,2.33,45,0,999.0,284,0.5868,0,none,medium,inspect_soon,2,16949.1,0.0,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-02-04,328.44,7.5,0.367,2.09,45,1,16425.0,183,0.5853,1,electrical,medium,inspect_soon,2,18946.66,40.97,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-03-06,430.99,15.0,0.465,2.36,45,2,30.0,193,0.5881,1,electrical,medium,inspect_soon,2,17996.9,2.4,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-04-05,260.99,22.5,0.194,2.0,45,3,30.0,207,0.5786,1,electrical,medium,inspect_soon,2,16505.84,45.03,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-05-05,255.03,27.99,0.553,2.35,45,3,30.0,137,0.5835,0,none,medium,inspect_soon,2,22772.32,0.0,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-06-04,204.43,30.0,0.423,2.21,45,3,30.0,103,0.5804,0,none,medium,inspect_soon,2,21660.23,0.0,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-07-04,139.06,27.99,0.298,1.65,45,4,50.0,162,0.5719,1,mechanical,medium,inspect_soon,3,22518.41,4.16,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-08-03,113.1,22.5,0.129,2.1,45,4,50.0,175,0.5638,0,none,medium,inspect_soon,3,21081.21,0.0,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-09-02,64.53,15.0,0.113,2.12,45,5,52.5,167,0.5515,1,electrical,medium,inspect_soon,2,18711.65,36.15,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-10-02,151.26,7.5,0.152,1.88,45,6,48.0,184,0.5676,1,electrical,medium,inspect_soon,3,20597.79,2.77,0
A_029,pump_station,composite,1980,7.86,37.261945,-122.423615,2,clay,0.0282,South Berkeley,medium,2025-11-01,105.5,2.01,0.142,2.24,45,7,45.0,169,0.5685,1,electrical,medium,inspect_soon,2,15467.9,33.82,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2024-12-06,235.91,0.0,0.331,3.57,41,1,14965.0,206,0.4936,1,erosion,medium,inspect_soon,3,7061.01,26.66,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-01-05,304.92,2.01,0.641,2.93,42,1,15330.0,151,0.5035,0,none,medium,inspect_soon,3,7436.74,0.0,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-02-04,376.34,7.5,0.901,3.6,42,2,60.0,216,0.5051,1,blockage,medium,inspect_soon,3,8650.98,11.38,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-03-06,403.98,15.0,0.937,3.07,42,3,45.0,177,0.5004,1,collapse,medium,inspect_soon,2,7509.45,40.61,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-04-05,396.31,22.5,0.403,3.02,42,3,45.0,150,0.5071,0,none,medium,inspect_soon,2,6623.06,0.0,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-05-05,378.27,27.99,0.259,2.49,42,4,50.0,156,0.5108,1,blockage,medium,inspect_soon,3,7487.95,10.24,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-06-04,245.06,30.0,0.511,3.58,42,5,45.0,158,0.4995,1,collapse,medium,inspect_soon,2,7906.17,37.23,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-07-04,248.78,27.99,0.205,2.46,42,6,42.0,194,0.4979,1,blockage,medium,inspect_soon,3,7278.84,3.25,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-08-03,183.19,22.5,0.281,3.04,42,7,40.0,190,0.4858,1,erosion,medium,inspect_soon,2,8308.17,24.42,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-09-02,163.18,15.0,0.417,2.47,42,7,40.0,181,0.4763,0,none,medium,inspect_soon,3,7569.52,0.0,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-10-02,147.8,7.5,0.238,2.79,42,7,40.0,118,0.4823,0,none,medium,inspect_soon,3,8069.4,0.0,0
A_030,storm_drain,PVC,1983,112.37,37.231659,-122.307203,3,loam,0.0214,Palo Alto Downtown,low,2025-11-01,225.66,2.01,0.416,3.38,42,8,47.1,160,0.4956,1,collapse,medium,inspect_soon,2,7517.99,13.9,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2024-12-06,220.96,0.0,0.281,3.56,56,0,999.0,116,0.6321,0,none,high,schedule_repair,3,15841.41,0.0,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-01-05,287.1,2.01,0.657,3.54,57,1,20805.0,201,0.6417,1,structural,high,schedule_repair,3,15962.71,13.85,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-02-04,429.43,7.5,0.916,3.59,57,2,30.0,167,0.6504,1,electrical,high,schedule_repair,3,16345.6,7.94,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-03-06,325.91,15.0,0.255,3.41,57,3,30.0,204,0.6326,1,mechanical,high,schedule_repair,3,19864.22,47.55,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-04-05,258.06,22.5,0.571,2.6,57,4,30.0,170,0.6333,1,electrical,high,schedule_repair,3,19859.34,38.65,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-05-05,367.78,27.99,0.494,3.25,57,5,30.0,163,0.6498,1,mechanical,high,schedule_repair,5,15970.85,31.82,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-06-04,104.78,30.0,0.272,3.09,57,5,30.0,171,0.6255,0,none,high,schedule_repair,3,20236.18,0.0,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-07-04,229.57,27.99,0.552,3.1,57,5,30.0,109,0.6359,0,none,high,schedule_repair,4,16854.87,0.0,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-08-03,190.26,22.5,0.4,2.55,57,6,42.0,156,0.6265,1,electrical,high,schedule_repair,4,22815.75,46.46,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-09-02,71.45,15.0,0.111,2.79,57,7,40.0,186,0.6071,1,mechanical,high,schedule_repair,3,16046.91,4.27,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-10-02,84.72,7.5,0.11,2.99,57,8,38.6,193,0.616,1,mechanical,high,schedule_repair,5,18922.22,22.46,0
A_031,pump_station,steel,1968,15.54,37.472074,-122.355786,3,sand,0.0569,"Evergreen, San Jose",low,2025-11-01,138.95,2.01,0.253,3.58,57,9,37.5,204,0.6269,1,electrical,high,schedule_repair,5,16459.37,33.14,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2024-12-06,257.25,0.0,0.552,1.77,58,0,999.0,107,0.6457,0,none,high,schedule_repair,4,22571.84,0.0,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-01-05,267.11,2.01,0.424,1.77,59,1,21535.0,210,0.6497,1,mechanical,high,schedule_repair,3,18663.08,30.53,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-02-04,283.85,7.5,0.354,1.79,59,2,30.0,186,0.6459,1,electrical,high,schedule_repair,5,19916.65,8.41,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-03-06,356.31,15.0,0.855,2.3,59,3,30.0,210,0.6456,1,mechanical,high,schedule_repair,4,18720.45,14.32,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-04-05,293.77,22.5,0.635,1.61,59,4,30.0,193,0.6469,1,mechanical,high,schedule_repair,3,21452.13,2.45,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-05-05,292.89,27.99,0.435,1.86,59,4,30.0,149,0.6523,0,none,high,schedule_repair,4,18333.31,0.0,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-06-04,220.22,30.0,0.343,2.18,59,4,30.0,132,0.647,0,none,high,schedule_repair,3,17670.15,0.0,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-07-04,245.03,27.99,0.488,2.09,59,4,30.0,96,0.6475,0,none,high,schedule_repair,3,21856.1,0.0,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-08-03,80.34,22.5,0.13,1.87,59,5,52.5,209,0.6255,1,electrical,high,schedule_repair,4,21380.72,22.45,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-09-02,175.16,15.0,0.126,1.96,59,6,48.0,196,0.6275,1,mechanical,high,schedule_repair,3,16180.66,22.52,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-10-02,73.2,7.5,0.115,1.73,59,7,45.0,169,0.6248,1,mechanical,high,schedule_repair,4,20697.28,22.18,0
A_032,pump_station,concrete,1966,12.52,37.780116,-122.278922,2,gravel,0.0622,"Castro, SF",medium,2025-11-01,224.1,2.01,0.167,2.0,59,7,45.0,166,0.6454,0,none,high,schedule_repair,4,22275.12,0.0,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2024-12-06,285.8,0.0,0.239,2.29,42,1,15330.0,174,0.5936,1,leak,medium,inspect_soon,3,12445.24,12.14,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-01-05,272.55,2.01,0.238,2.07,43,2,30.0,181,0.5952,1,burst,medium,inspect_soon,3,8747.9,31.88,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-02-04,344.46,7.5,0.661,1.66,43,3,30.0,186,0.5969,1,leak,medium,inspect_soon,3,12047.39,8.14,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-03-06,358.81,15.0,0.517,2.26,43,3,30.0,162,0.5909,0,none,medium,inspect_soon,3,10392.54,0.0,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-04-05,372.39,22.5,0.887,1.74,43,4,40.0,166,0.5997,1,burst,medium,inspect_soon,2,12190.37,3.13,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-05-05,305.97,27.99,0.63,2.18,43,4,40.0,164,0.5986,0,none,medium,inspect_soon,3,12371.78,0.0,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-06-04,316.52,30.0,0.292,2.12,43,4,40.0,128,0.6017,0,none,high,schedule_repair,5,10153.23,0.0,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-07-04,266.05,27.99,0.199,1.89,43,4,40.0,117,0.5946,0,none,medium,inspect_soon,2,10209.6,0.0,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-08-03,158.18,22.5,0.254,2.34,43,4,40.0,55,0.5783,0,none,medium,inspect_soon,3,10417.72,0.0,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-09-02,118.26,15.0,0.094,2.38,43,5,67.5,164,0.5668,1,leak,medium,inspect_soon,2,11292.17,34.18,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-10-02,146.43,7.5,0.198,2.13,43,6,60.0,157,0.5771,1,corrosion,medium,inspect_soon,2,12258.1,47.22,0
A_033,water_line,steel,1982,339.29,37.396654,-122.111574,2,mixed,0.0589,Palo Alto Downtown,medium,2025-11-01,192.6,2.01,0.319,2.3,43,6,60.0,150,0.5873,0,none,medium,inspect_soon,3,10650.2,0.0,0
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2024-12-06,213.27,0.0,0.429,4.67,59,1,21535.0,176,0.7363,1,pothole,high,schedule_repair,4,7130.19,31.07,1
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-01-05,199.01,2.01,0.342,5.17,60,2,30.0,188,0.7379,1,pothole,high,schedule_repair,3,5980.24,4.62,1
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-02-04,394.09,7.5,0.277,4.1,60,3,30.0,216,0.7519,1,crack,high,schedule_repair,3,6285.52,47.76,1
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-03-06,364.83,15.0,0.948,4.88,60,4,30.0,189,0.7415,1,pothole,high,schedule_repair,3,7334.1,11.47,1
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-04-05,293.14,22.5,0.272,5.35,60,4,30.0,132,0.7418,0,none,high,schedule_repair,5,7206.44,0.0,0
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-05-05,282.85,27.99,0.293,4.21,60,4,30.0,159,0.7463,0,none,high,schedule_repair,4,7626.12,0.0,0
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-06-04,260.34,30.0,0.595,5.35,60,5,45.0,205,0.746,1,crack,high,schedule_repair,3,6354.77,46.07,1
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-07-04,172.32,27.99,0.126,5.16,60,6,42.0,218,0.7352,1,crack,high,schedule_repair,4,7169.64,4.21,1
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-08-03,146.33,22.5,0.367,5.95,60,7,40.0,173,0.7271,1,pothole,high,schedule_repair,5,6089.36,9.21,1
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-09-02,149.42,15.0,0.304,5.19,60,7,40.0,178,0.7199,0,none,high,schedule_repair,5,7964.03,0.0,0
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-10-02,80.13,7.5,0.194,4.39,60,7,40.0,99,0.7205,0,none,high,schedule_repair,3,7110.56,0.0,0
A_034,road,concrete,1965,158.6,37.298647,-121.878023,5,gravel,0.0159,Milpitas,high,2025-11-01,185.42,2.01,0.206,5.09,60,8,47.1,174,0.7365,1,crack,high,schedule_repair,5,6304.25,6.28,1
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2024-12-06,317.93,0.0,0.302,0.85,20,0,999.0,210,0.4568,0,none,medium,inspect_soon,3,15970.49,0.0,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-01-05,282.29,2.01,0.71,1.13,21,1,7665.0,176,0.4562,1,electrical,medium,inspect_soon,2,16345.92,4.52,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-02-04,323.56,7.5,0.546,0.86,21,2,30.0,187,0.4549,1,mechanical,medium,inspect_soon,3,19695.02,47.08,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-03-06,288.07,15.0,0.76,1.07,21,3,30.0,155,0.4438,1,mechanical,medium,inspect_soon,2,20946.58,39.59,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-04-05,306.02,22.5,0.337,0.83,21,3,30.0,181,0.4531,0,none,medium,inspect_soon,3,18024.96,0.0,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-05-05,153.19,27.99,0.39,1.18,21,4,40.0,183,0.4433,1,electrical,medium,inspect_soon,3,16624.26,43.96,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-06-04,319.66,30.0,0.378,1.09,21,5,37.5,166,0.462,1,electrical,medium,inspect_soon,2,15477.59,43.31,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-07-04,241.97,27.99,0.614,1.19,21,5,37.5,174,0.4522,0,none,medium,inspect_soon,3,15052.97,0.0,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-08-03,204.34,22.5,0.209,0.8,21,5,37.5,115,0.4429,0,none,medium,inspect_soon,3,17689.57,0.0,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-09-02,157.9,15.0,0.32,0.89,21,6,48.0,195,0.4308,1,electrical,medium,inspect_soon,2,21712.58,46.36,0
A_035,pump_station,concrete,2004,7.92,37.252185,-121.711802,1,sand,0.0366,South Berkeley,high,2025-10-02,138.07,7.5,0.12,0.91,21,6,48.0,178,0.4363,0,none,medium,inspect_soon,2,15263.93,0.0,0
